Destination,FlightNumber,Code,lat,lng,country,Date,Time,Airline,Armenian,DayOfWeek,Status
Moscow,3F 325,VKO,55.7558,37.6178,Russia,2023-10-26,01:10:00,Fly One,1,Thursday,Ontime
St.Petersburg,3F 333,LED,59.9343,30.3351,Russia,2023-10-26,01:10:00,Fly One,1,Thursday,Ontime
Moscow,JI 100,SVO,55.7558,37.6178,Russia,2023-10-26,02:05:00,Armenian Airlines,1,Thursday,Ontime
Moscow,UT 786,VKO,55.7558,37.6178,Russia,2023-10-26,02:45:00,Utair,0,Thursday,Ontime
Doha,QR 286,DOH,25.2867,51.5333,Qatar,2023-10-26,03:50:00,Qatar Airways,0,Thursday,Ontime
Warsaw,LO 728,WAW,52.23,21.0111,Poland,2023-10-26,04:20:00,LOT Polish Airlines,0,Thursday,Ontime
Frankfurt,LH 1561,FRA,50.1106,8.6822,Germany,2023-10-26,04:35:00,Lufthansa,0,Thursday,Ontime
Vienna,OS 642,VIE,48.2083,16.3725,Austria,2023-10-26,04:45:00,Austrian Airlines,0,Thursday,Ontime
Minsk,B2 734,MSQ,53.9,27.5667,Belarus,2023-10-26,05:55:00,Belavia,0,Thursday,Ontime
Istanbul,PC 553,SAW,41.0136,28.955,Turkey,2023-10-26,06:35:00,Pegasus Airlines,0,Thursday,Ontime
Moscow,SU 1967,SVO,55.7558,37.6178,Russia,2023-10-26,06:45:00,Aeroflot,0,Thursday,Ontime
Moscow,G6 403,DME,55.7558,37.6178,Russia,2023-10-26,07:30:00,Fly Arna,1,Thursday,Ontime
Sharm El Sheikh,AMV 4113,SSH,27.9158,34.3297,Egypt,2023-10-26,07:50:00,AMC Airlines,0,Thursday,Ontime
Sharm El Sheikh,SM 994,SSH,27.9158,34.3297,Egypt,2023-10-26,08:25:00,Air Cairo,0,Thursday,Ontime
Moscow,3F 321,VKO,55.7558,37.6178,Russia,2023-10-26,09:10:00,Fly One,1,Thursday,Ontime
Abu Dhabi,5W 7014,AUH,24.4667,54.3667,United Arab Emirates,2023-10-26,09:25:00,Wizz Air,0,Thursday,Ontime
Tbilisi,3F 583,TBS,41.7225,44.7925,Georgia,2023-10-26,09:30:00,Fly One,1,Thursday,Ontime
Paris,DL 8723,CDG,48.8567,2.3522,France,2023-10-26,09:50:00,Delta Airlines,0,Thursday,Ontime
Kishinev,3F 868,KIV,47.0105,28.8638,Moldova,2023-10-26,10:00:00,Fly One,1,Thursday,Ontime
Sochi,FV 6720,AER,43.5853,39.7203,Russia,2023-10-26,10:50:00,Rossiya Airlines,0,Thursday,Ontime
Moscow,5G 509,VKO,55.7558,37.6178,Russia,2023-10-26,11:00:00,Shirak Avia,1,Thursday,Ontime
Sochi,JI 122,AER,43.5853,39.7203,Russia,2023-10-26,11:30:00,Armenian Airlines,1,Thursday,Ontime
Moscow,SU 1866,SVO,55.7558,37.6178,Russia,2023-10-25,14:10:00,Aeroflot,0,Wednesday,Onetime
Mineralnye Vody,3F 362,MRV,44.2095,43.1053,Russia,2023-10-25,15:00:00,Fly One,1,Wednesday,Onetime
Moscow,G6 404,DME,55.7558,37.6178,Russia,2023-10-25,15:45:00,Fly Arna,1,Wednesday,Onetime
Samara,FV 6949,KUF,53.2028,50.1408,Russia,2023-10-25,19:55:00,Rossiya Airlines,0,Wednesday,Onetime
Sharm El Sheikh,FT 261,SSH,27.9158,34.3297,Egypt,2023-10-26,07:35:00,Fly Egypt,0,Thursday,Ontime
Moscow,WZ 4321,DME,55.7558,37.6178,Russia,2023-10-26,11:50:00,Red WIngs,0,Thursday,Ontime
Vienna,W4 2891,VIE,48.2083,16.3725,Austria,2023-10-26,11:50:00,Wizz Air,0,Thursday,Ontime
Moscow,SU 1860,SVO,55.7558,37.6178,Russia,2023-10-26,12:50:00,Aeroflot,0,Thursday,Ontime
Mineralnye Vody,A4 929,MRV,44.2095,43.1053,Russia,2023-10-26,13:10:00,Azimuth,0,Thursday,Ontime
Moscow,SU 1866,SVO,55.7558,37.6178,Russia,2023-10-26,14:10:00,Aeroflot,0,Thursday,Ontime
Yekaterinburg,SU 684,SVX,56.8356,60.6128,Russia,2023-10-26,14:50:00,Aeroflot,0,Thursday,Ontime
St.Petersburg,FV 6923,LED,59.9343,30.3351,Russia,2023-10-26,14:55:00,Rossiya Airlines,0,Thursday,Ontime
Sochi,JI 123,AER,43.5853,39.7203,Russia,2023-10-26,15:15:00,Armenian Airlines,1,Thursday,Ontime
Moscow,G6 404,DME,55.7558,37.6178,Russia,2023-10-26,15:45:00,Fly Arna,1,Thursday,Ontime
Tehran,QSM 2251,IKA,35.6892,51.3889,Iran,2023-10-26,16:00:00,Charter Flight,0,Thursday,Ontime
Kishinev,3F 1867,KIV,47.0105,28.8638,Moldova,2023-10-26,16:05:00,Fly One,1,Thursday,Ontime
Sharjah,G9 244,SHJ,25.3575,55.3908,United Arab Emirates,2023-10-26,16:40:00,Air Arabia,0,Thursday,Ontime
Tehran,SHI 7326,IKA,35.6892,51.3889,Iran,2023-10-26,17:00:00,Charter Flight,0,Thursday,Ontime
Moscow,3F 322,VKO,55.7558,37.6178,Russia,2023-10-26,17:10:00,Fly One,1,Thursday,Ontime
Samara,WZ 1355,KUF,53.2028,50.1408,Russia,2023-10-26,17:20:00,Red WIngs,0,Thursday,Ontime
Moscow,A4 509,VKO,55.7558,37.6178,Russia,2023-10-26,17:35:00,Azimuth,0,Thursday,Ontime
Larnaca,3F 872,LCA,34.9167,33.6333,Cyprus,2023-10-26,18:50:00,Fly One,1,Thursday,Ontime
Yekaterinburg,WZ 1129,SVX,56.8356,60.6128,Russia,2023-10-26,19:20:00,Red WIngs,0,Thursday,Ontime
Moscow,SU 1862,SVO,55.7558,37.6178,Russia,2023-10-26,19:45:00,Aeroflot,0,Thursday,Ontime
Doha,QR 287,DOH,25.2867,51.5333,Qatar,2023-10-26,21:00:00,Qatar Airways,0,Thursday,Ontime
Rome,W4 8335,FCO,41.8931,12.4828,Italy,2023-10-26,21:50:00,Wizz Air,0,Thursday,Ontime
Larnaca,W6 4549,LCA,34.9167,33.6333,Cyprus,2023-10-26,22:10:00,Wizz Air,0,Thursday,Ontime
Nizhny Novgorod,5G 121,GOJ,56.3159,43.9944,Russia,2023-10-26,22:35:00,Shirak Avia,1,Thursday,Ontime
Sochi,3F 350,AER,43.5853,39.7203,Russia,2023-10-26,22:45:00,Fly One,1,Thursday,Ontime
Dusseldorf,3F 286,DUS,NA,NA,NA,2023-10-26,23:00:00,Fly One,1,Thursday,Ontime
Moscow,SU 1868,SVO,55.7558,37.6178,Russia,2023-10-26,23:15:00,Aeroflot,0,Thursday,Ontime
Mineralnye Vody,A4 629,MRV,44.2095,43.1053,Russia,2023-10-26,23:30:00,Azimuth,0,Thursday,Ontime
Kishinev,3F 534,KIV,47.0105,28.8638,Moldova,2023-10-26,23:30:00,Fly One,1,Thursday,Ontime
Kazan,WZ 4677,KZN,55.7964,49.1089,Russia,2023-10-26,23:30:00,Red WIngs,0,Thursday,Ontime
Dubai,FZ 715,DXB,25.2631,55.2972,United Arab Emirates,2023-10-26,23:50:00,Flydubai,0,Thursday,Ontime
Volgograd,FV 6945,VOG,48.7086,44.5147,Russia,2023-10-27,00:05:00,Rossiya Airlines,0,Friday,Ontime
Moscow,3F 312,DME,55.7558,37.6178,Russia,2023-10-27,00:30:00,Fly One,1,Friday,Ontime
Brussels,SN 2899,BRU,50.8467,4.3525,Belgium,2023-10-27,00:45:00,Brussels Airlines,0,Friday,Ontime
Doha,QR 285,DOH,25.2867,51.5333,Qatar,2023-10-27,00:50:00,Qatar Airways,0,Friday,Onetime
Moscow,JI 103,SVO,55.7558,37.6178,Russia,2023-10-27,00:55:00,Armenian Airlines,1,Friday,Onetime
Moscow,G6 396,VKO,55.7558,37.6178,Russia,2023-10-27,01:20:00,Fly Arna,1,Friday,Onetime
Moscow,UT 785,VKO,55.7558,37.6178,Russia,2023-10-27,01:25:00,Utair,0,Friday,Onetime
Mineralnye Vody,A4 930,MRV,44.2095,43.1053,Russia,2023-10-25,14:00:00,Azimuth,0,Wednesday,Onetime
Moscow,SU 1867,SVO,55.7558,37.6178,Russia,2023-10-25,15:10:00,Aeroflot,0,Wednesday,Onetime
Paris,TO 7499,ORY,48.8567,2.3522,France,2023-10-25,16:50:00,Transavia,0,Wednesday,Onetime
Samara,FV 6950,KUF,53.2028,50.1408,Russia,2023-10-25,20:45:00,Rossiya Airlines,0,Wednesday,Onetime
Sharm El Sheikh,FT 262,SSH,27.9158,34.3297,Egypt,2023-10-26,08:30:00,Fly Egypt,0,Thursday,Ontime
Dubai,FZ 718,DXB,25.2631,55.2972,United Arab Emirates,2023-10-26,12:10:00,Flydubai,0,Thursday,Ontime
Vienna,W4 2892,VIE,48.2083,16.3725,Austria,2023-10-26,12:25:00,Wizz Air,0,Thursday,Ontime
Moscow,WZ 4322,DME,55.7558,37.6178,Russia,2023-10-26,12:40:00,Red WIngs,0,Thursday,Ontime
Dusseldorf,3F 285,DUS,NA,NA,NA,2023-10-26,13:20:00,Fly One,1,Thursday,Ontime
Moscow,SU 1861,SVO,55.7558,37.6178,Russia,2023-10-26,13:50:00,Aeroflot,0,Thursday,Ontime
Larnaca,3F 871,LCA,34.9167,33.6333,Cyprus,2023-10-26,13:50:00,Fly One,1,Thursday,Ontime
Mineralnye Vody,A4 930,MRV,44.2095,43.1053,Russia,2023-10-26,14:00:00,Azimuth,0,Thursday,Ontime
Nizhny Novgorod,5G 120,GOJ,56.3159,43.9944,Russia,2023-10-26,14:40:00,Shirak Avia,1,Thursday,Ontime
Moscow,SU 1867,SVO,55.7558,37.6178,Russia,2023-10-26,15:10:00,Aeroflot,0,Thursday,Ontime
Yekaterinburg,SU 685,SVX,56.8356,60.6128,Russia,2023-10-26,15:50:00,Aeroflot,0,Thursday,Ontime
St.Petersburg,FV 6924,LED,59.9343,30.3351,Russia,2023-10-26,15:55:00,Rossiya Airlines,0,Thursday,Ontime
Moscow,JI 102,SVO,55.7558,37.6178,Russia,2023-10-26,16:30:00,Armenian Airlines,1,Thursday,Ontime
Moscow,G6 395,VKO,55.7558,37.6178,Russia,2023-10-26,16:45:00,Fly Arna,1,Thursday,Ontime
Moscow,3F 311,DME,55.7558,37.6178,Russia,2023-10-26,17:00:00,Fly One,1,Thursday,Ontime
Sharjah,G9 245,SHJ,25.3575,55.3908,United Arab Emirates,2023-10-26,17:25:00,Air Arabia,0,Thursday,Ontime
Tehran,SHI 7327,IKA,35.6892,51.3889,Iran,2023-10-26,17:50:00,Charter Flight,0,Thursday,Ontime
Samara,WZ 1356,KUF,53.2028,50.1408,Russia,2023-10-26,18:10:00,Red WIngs,0,Thursday,Ontime
Kishinev,3F 533,KIV,47.0105,28.8638,Moldova,2023-10-26,18:10:00,Fly One,1,Thursday,Ontime
Moscow,A4 510,VKO,55.7558,37.6178,Russia,2023-10-26,18:25:00,Azimuth,0,Thursday,Ontime
Sochi,3F 349,AER,43.5853,39.7203,Russia,2023-10-26,18:50:00,Fly One,1,Thursday,Ontime
Yekaterinburg,WZ 1130,SVX,56.8356,60.6128,Russia,2023-10-26,20:10:00,Red WIngs,0,Thursday,Ontime
Moscow,SU 1863,SVO,55.7558,37.6178,Russia,2023-10-26,20:45:00,Aeroflot,0,Thursday,Ontime
Doha,QR 288,DOH,25.2867,51.5333,Qatar,2023-10-26,22:00:00,Qatar Airways,0,Thursday,Ontime
Rome,W4 8336,FCO,41.8931,12.4828,Italy,2023-10-26,22:25:00,Wizz Air,0,Thursday,Ontime
Larnaca,W6 4550,LCA,34.9167,33.6333,Cyprus,2023-10-26,22:45:00,Wizz Air,0,Thursday,Ontime
Moscow,SU 1869,SVO,55.7558,37.6178,Russia,2023-10-27,00:15:00,Aeroflot,0,Friday,Ontime
Mineralnye Vody,A4 630,MRV,44.2095,43.1053,Russia,2023-10-27,00:20:00,Azimuth,0,Friday,Ontime
Kazan,WZ 4678,KZN,55.7964,49.1089,Russia,2023-10-27,00:20:00,Red WIngs,0,Friday,Onetime
Dubai,FZ 716,DXB,25.2631,55.2972,United Arab Emirates,2023-10-27,00:50:00,Flydubai,0,Friday,Onetime
Moscow,3F 325,VKO,55.7558,37.6178,Russia,2023-10-27,01:10:00,Fly One,1,Friday,Onetime
Brussels,SN 2900,BRU,50.8467,4.3525,Belgium,2023-10-27,01:45:00,Brussels Airlines,0,Friday,Onetime
Istanbul,PC 550,SAW,41.0136,28.955,Turkey,2023-10-27,02:35:00,Pegasus Airlines,0,Friday,Ontime
Athens,A3 898,ATH,37.9842,23.7281,Greece,2023-10-27,03:20:00,Aegean Airlines,0,Friday,Ontime
Frankfurt,LH 1560,FRA,50.1106,8.6822,Germany,2023-10-27,03:25:00,Lufthansa,0,Friday,Ontime
Vienna,OS 641,VIE,48.2083,16.3725,Austria,2023-10-27,03:55:00,Austrian Airlines,0,Friday,Ontime
Warsaw,LO 729,WAW,52.23,21.0111,Poland,2023-10-27,04:25:00,LOT Polish Airlines,0,Friday,Ontime
Moscow,SU 1968,SVO,55.7558,37.6178,Russia,2023-10-27,04:45:00,Aeroflot,0,Friday,Ontime
Batumi,JI 301,BUS,41.6458,41.6417,Georgia,2023-10-27,05:00:00,Armenian Airlines,1,Friday,Ontime
Moscow,3F 326,VKO,55.7558,37.6178,Russia,2023-10-27,09:00:00,Fly One,1,Friday,Ontime
Sochi,FV 6719,AER,43.5853,39.7203,Russia,2023-10-27,10:00:00,Rossiya Airlines,0,Friday,Ontime
Surgut,UT 711,SGC,61.25,73.4333,Russia,2023-10-27,10:15:00,Utair,0,Friday,Ontime
Sharjah,G9 246,SHJ,25.3575,55.3908,United Arab Emirates,2023-10-27,11:05:00,Air Arabia,0,Friday,Ontime
Dubai,FZ 717,DXB,25.2631,55.2972,United Arab Emirates,2023-10-27,11:15:00,Flydubai,0,Friday,Ontime
Abu Dhabi,5W 7013,AUH,24.4667,54.3667,United Arab Emirates,2023-10-27,11:40:00,Wizz Air,0,Friday,Ontime
Tbilisi,3F 584,TBS,41.7225,44.7925,Georgia,2023-10-27,11:40:00,Fly One,1,Friday,Ontime
Batumi,JI 300,BUS,41.6458,41.6417,Georgia,2023-10-27,02:00:00,Armenian Airlines,1,Friday,Ontime
Moscow,UT 786,VKO,55.7558,37.6178,Russia,2023-10-27,02:45:00,Utair,0,Friday,Ontime
Doha,QR 286,DOH,25.2867,51.5333,Qatar,2023-10-27,03:50:00,Qatar Airways,0,Friday,Ontime
Athens,A3 899,ATH,37.9842,23.7281,Greece,2023-10-27,04:30:00,Aegean Airlines,0,Friday,Ontime
Frankfurt,LH 1561,FRA,50.1106,8.6822,Germany,2023-10-27,04:30:00,Lufthansa,0,Friday,Ontime
Vienna,OS 642,VIE,48.2083,16.3725,Austria,2023-10-27,04:45:00,Austrian Airlines,0,Friday,Ontime
Warsaw,LO 730,WAW,52.23,21.0111,Poland,2023-10-27,05:30:00,LOT Polish Airlines,0,Friday,Ontime
Moscow,SU 1969,SVO,55.7558,37.6178,Russia,2023-10-27,05:45:00,Aeroflot,0,Friday,Ontime
Moscow,JI 104,SVO,55.7558,37.6178,Russia,2023-10-27,06:05:00,Armenian Airlines,1,Friday,Ontime
Istanbul,PC 551,SAW,41.0136,28.955,Turkey,2023-10-27,06:35:00,Pegasus Airlines,0,Friday,Ontime
Tehran,3F 691,IKA,35.6892,51.3889,Iran,2023-10-27,07:20:00,Fly One,1,Friday,Ontime
Moscow,G6 403,DME,55.7558,37.6178,Russia,2023-10-27,07:30:00,Fly Arna,1,Friday,Ontime
Volgograd,FV 6946,VOG,48.7086,44.5147,Russia,2023-10-27,08:20:00,Rossiya Airlines,0,Friday,Ontime
Moscow,3F 321,VKO,55.7558,37.6178,Russia,2023-10-27,09:10:00,Fly One,1,Friday,Ontime
Tbilisi,3F 583,TBS,41.7225,44.7925,Georgia,2023-10-27,09:30:00,Fly One,1,Friday,Ontime
Kapan,NAI 1001,RA1,39.2011,46.415,Armenia,2023-10-27,10:00:00,Charter Flight,0,Friday,Ontime
Kishinev,3F 868,KIV,47.0105,28.8638,Moldova,2023-10-27,10:00:00,Fly One,1,Friday,Ontime
Novosibirsk,3F 371,OVB,55.0333,82.9167,Russia,2023-10-27,10:00:00,Fly One,1,Friday,Ontime
Sochi,FV 6720,AER,43.5853,39.7203,Russia,2023-10-27,10:50:00,Rossiya Airlines,0,Friday,Ontime
Surgut,UT 712,SGC,61.25,73.4333,Russia,2023-10-27,11:10:00,Utair,0,Friday,Ontime
Moscow,5G 509,VKO,55.7558,37.6178,Russia,2023-10-27,11:10:00,Shirak Avia,1,Friday,Ontime
Tehran,6A 221,IKA,35.6892,51.3889,Iran,2023-10-27,11:20:00,Armenia Airways,1,Friday,Ontime
Tehran,G6 301,IKA,35.6892,51.3889,Iran,2023-10-27,11:30:00,Fly Arna,1,Friday,Ontime
Tehran,3F 692,IKA,35.6892,51.3889,Iran,2023-10-27,12:00:00,Fly One,1,Friday,Onetime
Moscow,SU 1860,SVO,55.7558,37.6178,Russia,2023-10-27,12:50:00,Aeroflot,0,Friday,Onetime
Rome,W4 8335,FCO,41.8931,12.4828,Italy,2023-10-27,12:50:00,Wizz Air,0,Friday,Onetime
Kapan,NAI 1002,RA1,39.2011,46.415,Armenia,2023-10-27,13:00:00,Charter Flight,0,Friday,Onetime
Mineralnye Vody,A4 929,MRV,44.2095,43.1053,Russia,2023-10-27,13:10:00,Azimuth,0,Friday,Onetime
Moscow,SU 1866,SVO,55.7558,37.6178,Russia,2023-10-27,14:10:00,Aeroflot,0,Friday,Onetime
Mineralnye Vody,WZ 4331,MRV,44.2095,43.1053,Russia,2023-10-27,14:35:00,Red WIngs,0,Friday,Onetime
Moscow,JI 105,SVO,55.7558,37.6178,Russia,2023-10-27,14:40:00,Armenian Airlines,1,Friday,Onetime
St.Petersburg,FV 6923,LED,59.9343,30.3351,Russia,2023-10-27,14:55:00,Rossiya Airlines,0,Friday,Onetime
Paris,TO 7498,ORY,48.8567,2.3522,France,2023-10-27,16:05:00,Transavia,0,Friday,Ontime
Kishinev,3F 1867,KIV,47.0105,28.8638,Moldova,2023-10-27,16:05:00,Fly One,1,Friday,Ontime
Mineralnye Vody,FV 6933,MRV,44.2095,43.1053,Russia,2023-10-27,16:15:00,Rossiya Airlines,0,Friday,Delay
Moscow,3F 322,VKO,55.7558,37.6178,Russia,2023-10-27,17:10:00,Fly One,1,Friday,Ontime
Moscow,A4 509,VKO,55.7558,37.6178,Russia,2023-10-27,17:35:00,Azimuth,0,Friday,Ontime
Larnaca,W6 4557,LCA,34.9167,33.6333,Cyprus,2023-10-27,18:15:00,Wizz Air,0,Friday,Ontime
Tbilisi,G6 604,TBS,41.7225,44.7925,Georgia,2023-10-27,19:05:00,Fly Arna,1,Friday,Ontime
St.Petersburg,FV 6925,LED,59.9343,30.3351,Russia,2023-10-27,19:10:00,Rossiya Airlines,0,Friday,Ontime
Moscow,5G 510,VKO,55.7558,37.6178,Russia,2023-10-27,19:10:00,Shirak Avia,1,Friday,Ontime
Moscow,SU 1862,SVO,55.7558,37.6178,Russia,2023-10-27,19:45:00,Aeroflot,0,Friday,Ontime
Samara,FV 6949,KUF,53.2028,50.1408,Russia,2023-10-27,19:55:00,Rossiya Airlines,0,Friday,Ontime
Novosibirsk,3F 372,OVB,55.0333,82.9167,Russia,2023-10-27,20:00:00,Fly One,1,Friday,Ontime
Vienna,W4 2891,VIE,48.2083,16.3725,Austria,2023-10-27,20:35:00,Wizz Air,0,Friday,Ontime
Paris,AF 1060,CDG,48.8567,2.3522,France,2023-10-27,21:00:00,Air France,0,Friday,Ontime
Milan,W6 5567,MXP,45.4669,9.19,Italy,2023-10-27,21:00:00,Wizz Air,0,Friday,Ontime
Sochi,WZ 4329,AER,43.5853,39.7203,Russia,2023-10-27,21:45:00,Red WIngs,0,Friday,Ontime
Larnaca,W6 4549,LCA,34.9167,33.6333,Cyprus,2023-10-27,22:10:00,Wizz Air,0,Friday,Ontime
Doha,QR 287,DOH,25.2867,51.5333,Qatar,2023-10-27,22:15:00,Qatar Airways,0,Friday,Ontime
Moscow,WZ 4323,DME,55.7558,37.6178,Russia,2023-10-27,22:15:00,Red WIngs,0,Friday,Ontime
Kaluga,A4 709,KLF,54.5333,36.2667,Russia,2023-10-27,22:30:00,Azimuth,0,Friday,Ontime
Cologne,EW 290,CGN,50.9364,6.9528,Germany,2023-10-27,23:10:00,Eurowings,0,Friday,Ontime
Lyon,3F 926,LYS,45.76,4.84,France,2023-10-27,23:10:00,Fly One,1,Friday,Ontime
Moscow,SU 1868,SVO,55.7558,37.6178,Russia,2023-10-27,23:15:00,Aeroflot,0,Friday,Ontime
Mineralnye Vody,A4 629,MRV,44.2095,43.1053,Russia,2023-10-27,23:15:00,Azimuth,0,Friday,Ontime
Kishinev,3F 534,KIV,47.0105,28.8638,Moldova,2023-10-27,23:30:00,Fly One,1,Friday,Ontime
Moscow,3F 312,DME,55.7558,37.6178,Russia,2023-10-28,00:30:00,Fly One,1,Saturday,Ontime
Ufa,WZ 4673,UFA,54.7261,55.9475,Russia,2023-10-28,00:40:00,Red WIngs,0,Saturday,Ontime
Doha,QR 285,DOH,25.2867,51.5333,Qatar,2023-10-28,00:50:00,Qatar Airways,0,Saturday,Ontime
Istanbul,JI 401,IST,41.0136,28.955,Turkey,2023-10-28,01:00:00,Armenian Airlines,1,Saturday,Ontime
Moscow,UT 785,VKO,55.7558,37.6178,Russia,2023-10-28,01:25:00,Utair,0,Saturday,Ontime
Frankfurt,DE 846,FRA,50.1106,8.6822,Germany,2023-10-28,01:55:00,Condor,0,Saturday,Ontime
Antalya,PC 556,AYT,36.8874,30.7075,Turkey,2023-10-28,02:00:00,Pegasus Airlines,0,Saturday,Ontime
St.Petersburg,G6 427,LED,59.9343,30.3351,Russia,2023-10-28,03:10:00,Fly Arna,1,Saturday,Ontime
Athens,A3 898,ATH,37.9842,23.7281,Greece,2023-10-28,03:20:00,Aegean Airlines,0,Saturday,Ontime
Frankfurt,LH 1560,FRA,50.1106,8.6822,Germany,2023-10-28,03:25:00,Lufthansa,0,Saturday,Ontime
Vienna,OS 641,VIE,48.2083,16.3725,Austria,2023-10-28,03:55:00,Austrian Airlines,0,Saturday,Ontime
Warsaw,LO 729,WAW,52.23,21.0111,Poland,2023-10-28,04:25:00,LOT Polish Airlines,0,Saturday,Ontime
Moscow,G6 406,DME,55.7558,37.6178,Russia,2023-10-28,04:35:00,Fly Arna,1,Saturday,Ontime
Minsk,B2 733,MSQ,53.9,27.5667,Belarus,2023-10-28,05:05:00,Belavia,0,Saturday,Ontime
